GEOID,INDUSTRY_CODE,SOURCE_NAICS,ESTABLISHMENTS,EMPLOYMENT,EMPLOYMENT_NOISE_FLAG,FIRST_QUARTER_PAYROLL_THOUSANDS,FIRST_QUARTER_PAYROLL_NOISE_FLAG,ANNUAL_PAYROLL_THOUSANDS,ANNUAL_PAYROLL_NOISE_FLAG
53021,52,52----,50,359,G,8330,G,28887,G
53021,53,53----,87,429,G,4613,G,19736,G
53021,54,54----,101,692,H,9571,H,40768,H
53021,55,55----,4,45,G,562,H,2250,G
53021,56,56----,138,1380,G,15427,G,71364,G
53021,61,61----,19,224,H,2089,H,9325,H
53021,62,62----,192,1843,G,22471,G,100088,G
53021,71,71----,21,335,H,3057,H,13044,H
53021,72,72----,173,2418,G,15356,G,65440,G
53021,81,81----,169,845,G,7764,G,32886,G
53021,99,99----,3,8,G,32,J,54,H
53023,TOTAL,------,39,263,G,3233,G,13473,G
53023,22,22----,3,7,J,262,H,967,H
53023,23,23----,4,12,G,115,J,434,H
53023,42,42----,7,61,H,915,G,3223,G
53023,44,44----,6,36,J,191,G,819,G
53023,62,62----,4,83,J,1389,H,6143,H
53023,72,72----,3,30,H,96,H,442,H
53023,81,81----,4,13,J,23,J,76,H
53025,TOTAL,------,2123,24839,G,317971,G,1370046,G
53025,11,11----,25,787,G,8970,G,39550,G
53025,22,22----,6,10,J,26,H,120,G
53025,23,23----,297,2056,G,32371,G,161639,G
53025,31,31----,76,4036,G,62018,G,269734,G
53025,42,42----,145,1782,G,31861,G,127097,G
53025,44,44----,284,4018,G,35753,G,148383,G
53025,48,48----,159,1357,G,18786,G,82392,G
53025,51,51----,40,617,H,15632,H,60921,H
53025,52,52----,89,515,G,10592,G,35521,G
53025,53,53----,121,391,G,4791,H,20277,H
53025,54,54----,129,762,H,10868,G,46041,G
53025,56,56----,80,1045,H,12826,H,62265,H
53025,61,61----,18,174,G,967,G,3894,G
53025,62,62----,193,3183,G,43753,G,182331,G
53025,71,71----,26,232,H,1601,J,8183,J
53025,72,72----,246,2709,G,15992,G,73873,G
53025,81,81----,184,729,G,5724,G,23832,G
53027,TOTAL,------,1558,15927,G,194987,G,802599,G
53027,11,11----,58,318,G,6473,H,26275,H
53027,22,22----,4,39,J,1094,J,5037,J
53027,23,23----,184,1155,G,18902,H,82158,H
53027,31,31----,75,1988,G,35699,G,132373,G
53027,42,42----,41,878,H,12253,H,49487,H
53027,44,44----,248,2858,G,26063,G,108663,G
53027,48,48----,54,388,G,5290,H,21681,H
53027,51,51----,20,129,H,1676,G,6124,G
53027,52,52----,71,521,G,9060,G,36474,G
53027,53,53----,81,396,G,3334,H,14245,H
53027,54,54----,81,378,G,5731,G,26512,G
53027,56,56----,52,659,G,6258,H,25575,H
53027,61,61----,9,27,G,251,H,855,G
53027,62,62----,158,2794,G,41199,G,169578,G
53027,71,71----,26,172,G,777,G,3704,G
53027,72,72----,229,2409,G,14614,G,66902,G
53027,81,81----,159,798,G,5479,G,23539,G
53027,99,99----,5,5,G,42,J,194,G
53029,TOTAL,------,1941,14486,G,164510,G,694091,G
53029,11,11----,19,17,J,181,G,1249,G
53029,21,21----,3,15,J,247,H,961,H
53029,22,22----,12,69,H,997,H,3265,G
53029,23,23----,362,1582,G,23624,G,103666,G
53029,31,31----,64,626,G,10047,H,38734,G
53029,42,42----,36,219,G,3348,G,16309,G
53029,44,44----,224,2565,G,21535,G,90149,G
53029,48,48----,27,372,H,5614,H,22607,H
53029,51,51----,33,203,J,3184,J,13129,J
53029,52,52----,72,306,G,5999,H,21705,H
53029,53,53----,141,362,G,4334,G,19578,G
53029,54,54----,180,786,G,11714,G,50443,G
53029,55,55----,3,26,J,390,J,1685,J
53029,56,56----,136,758,G,8554,H,36398,H
53029,61,61----,35,249,G,1998,H,8990,H
53029,62,62----,197,2882,G,37767,H,155578,H
53029,71,71----,50,342,G,2196,G,10058,G
53029,72,72----,171,2267,G,15940,G,71682,G
53029,81,81----,174,838,G,6840,G,27900,G
53031,TOTAL,------,991,7237,G,87788,G,381638,G
53031,11,11----,7,28,J,438,J,2466,J
53031,21,21----,3,22,H,517,H,1650,G
53031,23,23----,169,716,G,9605,G,43887,G
53031,31,31----,63,627,G,10467,H,47514,H
53031,42,42----,24,115,H,1632,H,6571,H
53031,44,44----,117,1124,G,10043,G,43417,G
53031,48,48----,16,108,J,1397,J,6783,J
53031,51,51----,29,152,J,2575,H,10129,H
53031,52,52----,29,111,H,2047,G,7542,G
53031,53,53----,53,149,H,1375,H,6334,H
53031,54,54----,92,261,G,3523,G,16377,G
53031,56,56----,34,112,G,896,H,3964,H
53031,61,61----,22,177,G,1049,G,4511,G
53031,62,62----,88,1546,H,26835,J,110420,J
53031,71,71----,24,159,H,1193,H,5606,H
53031,72,72----,111,1142,G,7585,G,36109,G
53031,81,81----,104,622,H,5882,H,25665,H
53031,99,99----,3,3,J,10,J,17,J
53033,TOTAL,------,70376,1305947,G,34787697,G,143710917,G
53033,11,11----,177,995,G,27202,G,115182,G
53033,21,21----,26,178,G,3680,G,15949,G
53033,22,22----,51,5216,J,206620,J,769700,J
53033,23,23----,6775,75035,G,1725962,G,7032455,G
53033,31,31----,1879,81609,G,2299765,G,8683716,G
53033,42,42----,3126,57710,G,1593899,G,5944425,G
53033,44,44----,5912,104570,G,1236575,G,5128418,G
53033,48,48----,1868,57058,G,1102355,G,4316936,G
53033,51,51----,1894,139457,H,8546661,G,38097500,H
53033,52,52----,3480,49433,G,2165730,G,7222106,G
53033,53,53----,5498,30890,G,659444,G,2557011,G
53033,54,54----,11053,140879,G,4710680,G,18724856,G
53033,55,55----,562,104639,H,3746643,H,16759265,H
53033,56,56----,3513,63968,G,1163418,G,4693307,G
53033,61,61----,1554,27724,G,302685,G,1262093,G
53033,62,62----,8762,177373,G,3249202,G,13520781,G
53033,71,71----,1350,30319,G,389281,G,1849706,H
53033,72,72----,6747,115108,G,1002062,G,4304322,G
53033,81,81----,6068,43723,G,655221,G,2709350,G
53033,99,99----,81,63,G,612,H,3839,G
53035,TOTAL,------,6272,63168,G,799914,G,3337905,G
53035,11,11----,31,98,G,1689,H,7485,H
53035,22,22----,8,156,J,4957,J,20276,J
53035,23,23----,903,4842,G,78625,G,331060,G
53035,31,31----,158,2245,G,30156,G,133358,G
53035,42,42----,141,1296,G,20313,G,82544,G
53035,44,44----,695,11359,G,111971,G,459436,G
53035,48,48----,110,1238,G,17228,G,70998,G
53035,51,51----,125,793,G,14691,G,55505,G
53035,52,52----,300,1760,G,41878,G,147854,G
53035,53,53----,438,1095,G,14363,G,69959,G
53035,54,54----,805,5346,G,103345,G,430617,G
53035,55,55----,21,701,G,17797,G,60353,G
53035,56,56----,370,3633,G,32241,G,136984,G
53035,61,61----,96,756,G,6687,G,29124,G
53035,62,62----,733,12846,G,187237,G,795688,G
53035,71,71----,121,1633,G,15406,H,64353,G
53035,72,72----,594,9755,G,68604,G,302076,G
53035,81,81----,618,3609,G,32621,G,139763,G
53035,99,99----,3,1,G,5,G,37,G
53037,TOTAL,------,1500,13283,G,147409,G,630081,G
53037,11,11----,11,92,J,1188,J,5801,J
53037,22,22----,10,51,J,1466,J,5586,J
53037,23,23----,301,1337,G,19815,G,94635,G
53037,31,31----,40,477,H,5779,H,27305,H
53037,42,42----,51,497,G,10704,H,42299,H
53037,44,44----,187,2117,H,18723,H,78641,H
53037,48,48----,61,357,H,4689,H,23631,H
53037,51,51----,19,158,H,2489,H,9005,H
53037,52,52----,59,234,H,4350,H,18289,H
53037,53,53----,80,232,H,3234,G,16339,H
53037,54,54----,119,509,G,7134,G,36846,G
53037,55,55----,3,8,G,30,G,132,G
53037,56,56----,88,522,G,5362,G,23892,G
53037,61,61----,19,421,H,1364,H,4767,J
53037,62,62----,103,1950,H,28328,H,110145,H
53037,71,71----,32,1029,J,7245,J,18727,J
53037,72,72----,183,2597,G,18632,G,84019,G
53037,81,81----,128,642,G,6083,G,25634,G
53037,99,99----,4,3,G,21,J,197,H
53039,TOTAL,------,585,4247,G,52724,G,233183,G
53039,11,11----,19,400,H,4818,H,19831,H
53039,22,22----,10,53,G,1923,G,6521,G
53039,23,23----,108,312,G,2932,H,14909,H
53039,31,31----,42,856,H,12149,H,57364,H
53039,42,42----,15,55,J,1080,H,4647,H
53039,44,44----,55,441,G,3697,H,16576,H
53039,48,48----,24,46,G,624,G,2923,G
53039,51,51----,9,24,J,271,H,1175,H
53039,52,52----,18,60,H,668,H,2918,H
53039,53,53----,21,27,H,258,H,1292,G
53039,54,54----,65,263,G,4128,G,18365,G
53039,56,56----,22,256,G,4164,H,17018,H
53039,61,61----,7,50,G,286,G,1206,G
53039,62,62----,43,635,G,10550,G,41817,G
53039,71,71----,14,47,H,334,H,2441,H
53039,72,72----,59,437,G,2808,G,14237,G
53039,81,81----,53,275,G,1929,G,9479,H
53041,TOTAL,------,1990,22275,G,281455,G,1179383,G
53041,11,11----,65,645,G,8639,G,37621,G
53041,21,21----,6,183,J,2929,J,13631,J
53041,22,22----,10,187,J,7022,J,25661,J
53041,23,23----,292,1332,G,18409,G,82106,G
53041,31,31----,96,2924,H,47535,H,197915,H
53041,42,42----,70,1513,H,21025,H,85895,H
53041,44,44----,299,3679,G,34781,G,145577,G
53041,48,48----,113,1521,G,19505,G,90432,G
53041,51,51----,27,155,G,1957,G,8667,G
53041,52,52----,82,345,H,5860,H,22826,H
53041,53,53----,110,364,G,5213,H,20915,H
53041,54,54----,119,677,G,8819,G,35966,G
53041,55,55----,3,166,G,4903,G,21685,G
53041,56,56----,71,923,H,9542,H,39621,H
53041,61,61----,13,155,G,1386,G,5689,G
53041,62,62----,201,3893,G,60555,G,242897,G
53041,71,71----,19,166,H,673,H,3298,H
53041,72,72----,217,2560,G,15515,G,68290,G
53041,81,81----,172,876,G,7119,G,30312,G
53041,99,99----,5,11,J,68,J,379,H
53043,TOTAL,------,291,1750,G,22218,G,98803,G
53043,11,11----,3,5,J,79,G,658,G
53043,22,22----,4,19,J,505,H,2165,H
53043,23,23----,52,314,G,4243,G,21281,G
53043,31,31----,5,47,J,393,H,1668,H
53043,42,42----,23,225,H,3794,H,15662,H
53043,44,44----,39,227,H,1957,H,8171,H
53043,48,48----,28,51,J,572,J,2164,J
53043,51,51----,10,27,G,197,G,868,G
53043,52,52----,19,61,G,876,H,3377,H
53043,53,53----,7,19,J,116,J,810,H
53043,54,54----,20,126,H,1842,H,10279,H
53043,56,56----,12,62,J,570,J,2818,J
53043,61,61----,3,27,J,142,J,555,J
53043,62,62----,15,378,H,6110,H,24294,H
53043,71,71----,6,13,J,35,J,396,G
53043,72,72----,16,88,G,373,G,1767,G
53043,81,81----,29,61,J,414,G,1870,H
53045,TOTAL,------,1072,10138,G,123031,G,511129,G
53045,11,11----,10,146,G,4669,G,14663,G
53045,21,21----,4,25,J,513,J,1942,J
53045,22,22----,4,10,G,93,H,363,G
53045,23,23----,198,755,G,9280,G,38183,G
53045,31,31----,41,773,G,13257,H,49541,H
53045,42,42----,48,496,G,7439,G,32801,G
53045,44,44----,129,2006,G,21151,G,87291,G
53045,48,48----,27,164,H,2012,H,9422,H
53045,51,51----,14,99,H,1393,H,6238,H
53045,52,52----,42,292,H,4616,G,19812,H
53045,53,53----,64,114,G,1077,G,4784,G
53045,54,54----,67,222,H,2576,H,11362,H
53045,56,56----,70,332,G,3258,G,15121,G
53045,61,61----,9,28,J,209,J,905,J
53045,62,62----,100,1894,G,28476,H,121588,H
53045,71,71----,19,199,H,1733,J,7671,H
53045,72,72----,122,2010,H,16641,H,69354,H
53045,81,81----,103,573,G,4638,G,20020,G
53047,TOTAL,------,1202,8819,G,93907,G,421905,G
53047,11,11----,44,253,G,3146,G,16520,G
53047,22,22----,5,31,J,662,G,2924,G
53047,23,23----,194,649,G,6766,G,35786,G
53047,31,31----,34,454,G,5346,G,23531,G
53047,42,42----,35,264,G,4860,H,18591,G
53047,44,44----,182,1982,G,18278,G,75690,G
53047,48,48----,31,301,G,4570,G,20239,G
53047,51,51----,20,151,H,1852,H,12263,J
53047,52,52----,37,195,G,2558,G,11384,G
53047,53,53----,56,90,H,719,G,3000,G
53047,54,54----,80,257,G,3000,G,12679,G
53047,56,56----,71,223,G,1773,G,10557,G
53047,61,61----,20,61,G,356,G,1567,G
53047,62,62----,123,1967,G,26418,G,112161,G
53047,71,71----,30,348,G,2449,G,13809,G
53047,72,72----,128,1231,G,7967,G,37080,G
53047,81,81----,107,288,G,2221,G,10317,G
53049,TOTAL,------,558,4695,G,47428,G,204536,G
53049,11,11----,32,289,G,3523,G,14738,G
53049,21,21----,3,16,J,121,J,518,J
53049,23,23----,74,352,G,4158,G,17962,G
53049,31,31----,28,678,G,6881,H,27225,H
53049,42,42----,9,130,J,921,J,2223,H
53049,44,44----,74,696,G,6164,G,27983,G
53049,48,48----,11,16,J,206,H,1122,H
53049,51,51----,10,29,H,328,H,1400,H
53049,52,52----,22,104,H,1200,G,5093,G
53049,53,53----,26,145,G,1511,G,6805,G
53049,54,54----,37,147,G,1807,G,8780,G
53049,56,56----,24,109,G,963,H,4411,G
53049,62,62----,35,736,H,12037,H,50087,H
53049,71,71----,14,53,J,369,H,1988,H
53049,72,72----,104,958,G,5796,G,27952,G
53049,81,81----,51,225,H,1369,G,5749,G
53051,TOTAL,------,258,1655,H,19103,H,81551,H
53051,11,11----,10,37,J,487,G,3358,H
53051,23,23----,58,168,G,1677,G,8430,G
53051,31,31----,12,114,H,1325,H,4917,H
53051,42,42----,6,19,G,202,J,512,H
53051,44,44----,27,237,G,1545,H,7123,H
53051,48,48----,10,22,G,322,H,1436,H
53051,51,51----,6,29,J,479,J,1990,J
53051,52,52----,11,47,H,647,H,2542,H
53051,53,53----,19,39,J,439,H,1902,G
53051,54,54----,19,103,H,1277,J,6119,J
53051,56,56----,7,17,J,65,H,694,H
53051,62,62----,21,519,H,7919,J,31681,H
53051,72,72----,22,194,G,988,G,4657,G
53051,81,81----,26,72,J,457,H,2220,H
53053,TOTAL,------,20051,294765,G,4408468,G,18200756,G
53053,11,11----,78,278,G,4231,G,18628,G
53053,21,21----,8,199,G,4689,G,18387,G
53053,22,22----,30,702,G,19705,G,78747,G
53053,23,23----,3038,26504,G,507973,G,2194479,G
53053,31,31----,522,16642,G,278072,G,1154451,G
53053,42,42----,797,12777,G,230461,G,912119,G
53053,44,44----,2131,39264,G,412762,G,1695005,G
53053,48,48----,1041,20124,G,289077,G,1187699,G
53053,51,51----,240,2050,H,36601,H,142164,H
53053,52,52----,961,7804,G,211903,G,735484,G
53053,53,53----,1395,5509,G,83563,G,355108,G
53053,54,54----,1767,13042,G,264243,G,1143939,G
53053,55,55----,74,12518,G,189347,G,808015,G
53053,56,56----,1114,19630,G,215475,G,908234,G
53053,61,61----,231,6306,G,51301,G,218841,G
53053,62,62----,2468,58577,G,1175527,H,4833437,H
53053,71,71----,309,7937,G,69380,G,275251,G
53053,72,72----,1803,31464,G,221403,G,925787,G
53053,81,81----,2021,13413,G,142570,G,594051,G
53053,99,99----,23,25,H,185,G,930,G
53055,TOTAL,------,1040,5378,G,59432,G,275778,G
53055,11,11----,8,5,J,21,G,192,G
53055,21,21----,3,9,G,136,H,631,H
53055,22,22----,11,63,H,2188,J,7951,J
53055,23,23----,251,909,G,11789,G,53452,G
53055,31,31----,37,139,H,1132,G,5577,G
53055,42,42----,14,21,J,223,J,1125,J
53055,44,44----,103,846,G,8116,G,36699,G
53055,48,48----,31,190,G,1805,G,9934,G
53055,51,51----,19,116,H,1702,H,7465,H
53055,52,52----,26,183,H,5179,G,16552,G
53055,53,53----,69,185,G,1805,G,9304,G
53055,54,54----,109,283,G,3751,H,17457,H
53055,56,56----,66,436,G,3644,G,16507,G
53055,61,61----,14,70,J,715,G,2970,G
53055,62,62----,69,440,G,6099,H,24298,H
53055,71,71----,41,205,G,1435,G,7657,G
53055,72,72----,95,978,G,7167,G,47094,H
53055,81,81----,72,300,H,2525,G,10891,G
53057,TOTAL,------,3670,44636,G,647109,G,2708980,G
53057,11,11----,40,297,H,4550,G,19787,G
53057,21,21----,14,91,H,1677,H,6879,H
53057,22,22----,10,169,J,5602,J,22394,J
53057,23,23----,567,4586,G,87296,G,396189,G
53057,31,31----,172,6574,H,130186,H,500767,H
53057,42,42----,138,1864,G,26254,G,101132,G
53057,44,44----,496,7087,G,73370,G,304822,G
53057,48,48----,129,1447,G,22856,G,94104,G
53057,51,51----,44,538,H,8052,H,33593,H
53057,52,52----,162,1303,G,28952,G,101981,G
53057,53,53----,184,496,G,6419,G,28064,G
53057,54,54----,283,1751,H,32383,H,140617,H
53057,55,55----,10,53,G,1193,G,6899,G
53057,56,56----,189,1494,G,16359,G,68533,G
53057,61,61----,49,459,G,3893,G,16842,G
53057,62,62----,375,7988,G,129585,H,567464,H
53057,71,71----,64,668,G,4325,H,19756,G
53057,72,72----,376,5743,G,43123,G,190467,G
53057,81,81----,361,2015,G,20922,G,88135,G
53057,99,99----,7,13,J,112,G,555,G
53059,TOTAL,------,214,1624,G,15388,G,68471,G
53059,11,11----,7,20,G,310,H,1302,H
53059,23,23----,44,123,G,1451,G,6812,G
53059,31,31----,15,363,J,4305,J,21804,J
53059,42,42----,6,15,G,201,G,643,H
53059,44,44----,27,204,H,1421,H,5927,H
53059,48,48----,3,14,J,159,J,692,J
53059,51,51----,7,22,H,285,G,1216,G
53059,52,52----,6,23,H,333,H,1309,H
53059,53,53----,10,30,H,228,J,1018,J
53059,54,54----,14,38,H,610,H,2866,G
53059,56,56----,13,38,H,587,H,1910,H
53059,62,62----,17,109,G,972,G,4077,G
53059,71,71----,3,17,J,125,H,666,H
53059,72,72----,25,556,H,4038,J,16662,J
53059,81,81----,13,37,G,234,G,914,G
53061,TOTAL,------,20258,283649,G,5153043,G,19976615,G
53061,11,11----,139,282,G,3713,G,19405,G
53061,21,21----,11,86,H,2345,H,9702,H
53061,22,22----,12,66,J,1747,H,7058,H
53061,23,23----,3797,28694,G,530145,G,2283004,G
53061,31,31----,753,61706,H,1864173,H,6711696,H
53061,42,42----,756,8921,G,185688,G,750696,G
53061,44,44----,2118,36244,G,373362,G,1536403,G
53061,48,48----,496,7753,G,108300,G,467834,G
53061,51,51----,279,4053,G,98988,G,332178,G
53061,52,52----,924,9692,H,311496,H,1082483,H
53061,53,53----,1211,4052,G,60628,G,248964,G
53061,54,54----,1992,13883,G,328922,G,1282527,G
53061,55,55----,57,1235,H,40807,G,165272,G
53061,56,56----,1200,13939,G,222110,G,831701,G
53061,61,61----,283,2554,G,19240,G,82787,G
53061,62,62----,2327,47149,H,635987,H,2644004,H
53061,71,71----,255,3775,G,24552,G,105421,G
53061,72,72----,1787,28901,G,233445,G,961550,G
53061,81,81----,1833,10632,G,107164,G,452589,G
53061,99,99----,28,32,H,231,G,1341,G
53063,TOTAL,------,14426,218708,G,3103422,G,12692472,G
53063,11,11----,27,280,H,5996,J,29009,J
53063,21,21----,15,164,G,2142,G,12072,G
53063,22,22----,26,1634,H,64808,J,213380,H
53063,23,23----,1927,14415,G,231877,G,1056848,G
53063,31,31----,514,16142,G,258080,G,1032519,G
53063,42,42----,673,11624,G,209766,G,855332,G
53063,44,44----,1582,27026,G,260697,G,1088029,G
53063,48,48----,412,11032,H,146462,G,641786,H
53063,51,51----,258,3436,H,77145,H,299552,H
53063,52,52----,821,9840,G,272241,G,915460,G
53063,53,53----,910,4438,G,57570,G,249600,G
53063,54,54----,1541,11184,G,204796,G,871809,G
53063,55,55----,82,4207,G,124379,H,398027,G
53063,56,56----,790,9958,G,105751,G,467579,G
53063,61,61----,193,7177,G,58650,G,245113,G
53063,62,62----,1874,51546,G,772140,G,3246861,G
53063,71,71----,221,3401,G,20375,H,87584,G
53063,72,72----,1251,21713,G,146877,G,629543,G
53063,81,81----,1293,9464,G,83425,G,351505,G
53063,99,99----,16,27,J,245,G,864,G
53065,TOTAL,------,943,8423,G,98843,G,418307,G
53065,11,11----,57,252,G,3708,H,17714,H
53065,21,21----,7,123,J,1201,J,8518,J
53065,22,22----,6,80,J,2699,J,10537,J
53065,23,23----,158,556,G,6662,G,40119,G
53065,31,31----,47,1328,H,23698,J,86028,H
53065,42,42----,21,180,G,1907,G,8406,G
53065,44,44----,112,1393,H,12342,H,49985,H
53065,48,48----,46,318,H,4193,H,17711,G
53065,51,51----,16,65,J,676,G,2718,H
53065,52,52----,29,243,H,3733,J,13606,J
53065,53,53----,39,89,H,727,H,3569,H
53065,54,54----,64,243,G,3479,H,14848,H
53065,56,56----,49,208,G,2204,H,9409,G
53065,61,61----,5,23,G,101,G,494,G
53065,62,62----,86,1936,G,22809,G,96225,G
53065,71,71----,21,337,H,2095,G,8367,G
53065,72,72----,83,736,G,3819,G,18338,G
53065,81,81----,94,302,G,2547,G,10972,G
53067,TOTAL,------,6656,86664,G,1115517,G,4632742,G
53067,11,11----,58,482,H,9549,G,33688,G
53067,21,21----,4,57,J,1131,J,4354,J
53067,22,22----,13,147,G,4909,H,18622,H
53067,23,23----,873,5882,G,99140,G,438975,G
53067,31,31----,154,3312,G,53538,G,215880,G
53067,42,42----,195,2913,G,50501,G,192950,G
53067,44,44----,767,13568,G,136280,H,557155,H
53067,48,48----,162,2913,G,37737,G,163053,G
53067,51,51----,110,1215,G,28791,G,99237,G
53067,52,52----,337,3108,G,76259,G,294089,G
53067,53,53----,409,1464,G,18717,G,79395,G
53067,54,54----,704,4527,G,68475,G,306452,G
53067,55,55----,31,479,G,8245,H,35750,H
53067,56,56----,355,3384,G,34023,G,148649,G
53067,61,61----,93,1765,G,12688,H,53926,H
53067,62,62----,980,23841,H,320637,H,1344937,H
53067,71,71----,100,1978,H,17227,H,72734,H
53067,72,72----,611,10731,G,75115,G,313296,G
53067,81,81----,694,4896,G,62539,G,259363,G
53067,99,99----,6,2,J,16,J,237,G
53069,TOTAL,------,98,478,H,4438,H,18637,G
53069,11,11----,7,91,H,1040,H,4015,H
53069,23,23----,18,46,H,615,H,2420,H
53069,31,31----,8,76,J,708,H,2734,H
53069,44,44----,12,66,J,517,H,2721,H
53069,48,48----,3,9,J,181,J,883,J
53069,51,51----,4,27,H,312,J,1321,J
53069,52,52----,3,13,J,191,H,661,G
53069,53,53----,3,5,J,44,J,176,J
53069,54,54----,7,15,J,103,J,460,H
53069,56,56----,4,24,J,156,J,701,J
53069,72,72----,15,62,J,231,G,1193,G
53069,81,81----,7,16,J,104,G,372,G
53071,TOTAL,------,1491,21372,G,269902,G,1134234,G
53071,11,11----,12,107,J,1230,J,6243,H
53071,22,22----,18,162,H,5250,H,19732,H
53071,23,23----,185,1380,G,19986,G,84618,G
53071,31,31----,137,4042,H,65212,J,282209,J
53071,42,42----,76,419,G,6208,G,29513,G
53071,44,44----,174,2556,G,21712,G,89277,G
53071,48,48----,30,343,G,5104,G,20939,G
53071,51,51----,20,245,G,3598,G,13851,G
53071,52,52----,63,532,H,11614,G,38203,G
53071,53,53----,70,225,H,2437,G,10685,G
53071,54,54----,119,466,G,6929,G,27535,G
53071,56,56----,93,511,H,4632,G,22461,G
53071,61,61----,14,2266,J,15755,J,65919,J
53071,62,62----,178,4856,H,78652,H,325634,H
53071,71,71----,31,370,H,2274,H,11408,H
53071,72,72----,155,2318,G,14451,G,65890,G
53071,81,81----,115,573,G,4854,G,20114,G
53073,TOTAL,------,7146,80648,G,1192261,G,4767521,G
53073,11,11----,79,263,G,4755,H,21083,H
53073,21,21----,10,53,G,937,G,4146,G
53073,22,22----,14,207,J,6876,J,27720,J
53073,23,23----,972,9677,G,198596,G,816513,G
53073,31,31----,336,9416,G,207234,H,700938,H
53073,42,42----,296,2962,G,47503,G,196691,G
53073,44,44----,793,11198,G,102812,G,424928,G
53073,48,48----,274,2693,G,39296,G,162739,G
53073,51,51----,118,1634,G,32793,G,119279,G
53073,52,52----,294,2322,H,56626,H,207041,H
53073,53,53----,454,2870,H,38452,H,178944,H
53073,54,54----,822,3883,G,70006,G,315136,G
53073,55,55----,30,603,H,11980,H,45607,H
53073,56,56----,368,3949,G,44953,G,206607,G
53073,61,61----,115,1431,G,10294,G,43608,G
53073,62,62----,763,11793,G,198692,H,787768,H
53073,71,71----,146,1927,H,10142,H,42728,G
53073,72,72----,613,9657,G,65530,G,279412,G
53073,81,81----,644,4095,G,44730,G,186511,G
53073,99,99----,5,15,J,54,H,122,G
53075,TOTAL,------,873,11417,G,152303,G,640497,G
53075,11,11----,9,49,J,696,J,4580,J
53075,22,22----,3,42,J,1430,J,5705,J
53075,23,23----,88,530,H,7609,G,34685,G
53075,31,31----,26,2564,H,48144,H,211817,H
53075,42,42----,75,596,H,13027,H,52075,H
53075,44,44----,96,1343,H,11217,H,44438,H
53075,48,48----,26,262,H,4428,J,18227,J
53075,51,51----,18,117,G,1778,H,7435,H
53075,52,52----,48,235,H,4149,H,14645,H
53075,53,53----,61,290,G,2548,G,11679,G
53075,54,54----,62,526,H,7979,H,36540,H
53075,56,56----,33,191,G,1708,H,8194,H
53075,61,61----,5,87,J,387,J,1563,J
53075,62,62----,98,2153,G,33608,G,132408,G
53075,71,71----,13,122,J,873,J,3099,J
53075,72,72----,118,1780,G,9040,G,37933,G
53075,81,81----,91,525,G,3595,G,15018,G
53077,TOTAL,------,5010,71390,G,887774,G,3727220,G
53077,11,11----,42,2976,G,32872,G,148361,G
53077,21,21----,4,72,H,922,H,4238,H
53077,22,22----,9,203,J,5205,J,22312,J
53077,23,23----,675,4001,G,57614,G,271405,G
53077,31,31----,237,8916,G,127217,G,514907,G
53077,42,42----,231,6687,G,103361,G,437644,G
53077,44,44----,708,10521,H,97178,G,398985,G
53077,48,48----,261,3313,H,47688,H,191093,G
53077,51,51----,70,758,H,9933,G,41569,G
53077,52,52----,234,1474,G,31129,G,115290,G
53077,53,53----,241,829,G,9077,G,37931,G
53077,54,54----,335,2154,G,31332,G,138080,G
53077,55,55----,16,435,G,8194,G,33071,G
53077,56,56----,198,2768,G,25536,G,117920,G
53077,61,61----,62,1394,G,13278,G,56521,G
53077,62,62----,613,13210,G,205418,G,854748,G
